id,sku,name,categoryId,description,tags,isSerialized,isLotManaged,shelfLifeDays,hazardousMaterial,isActive,createdAt
,ELI-CLO-0189,"Heavy Duty Polo Shirt 0189",Clothing & Apparel,"EliteBrand heavy duty polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,QUI-MEN-0190,"Premium Men Trousers 0190",Men's Clothing,"QuickSupply premium men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,PRO-WOM-0191,"Standard Women Coat 0191",Women's Clothing,"ProMax standard women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,MAX-FOO-0192,"Heavy Duty Flour Bag 0192",Food & Beverages,"MaxValue heavy duty flour bag for professional use","flour-bag,food-&-beverages",false,true,213,false,true,
,MAX-BEV-0193,"Compact Mineral Water 0193",Beverages,"MaxValue compact mineral water for professional use","mineral-water,beverages",false,true,485,false,true,
,QUI-SNA-0194,"Portable Granola Bar 0194",Snacks,"QuickSupply portable granola bar for professional use","granola-bar,snacks",false,true,131,false,true,
,GLO-TOO-0195,"Premium Wrench 0195",Tools & Hardware,"GlobalMart premium wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRI-POW-0196,"Compact Jigsaw 0196",Power Tools,"PrimeParts compact jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,ELI-SAF-0197,"Eco-friendly Hi-Vis Vest 0197",Safety Equipment,"EliteBrand eco-friendly hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,MAX-MED-0198,"Industrial Thermometer 0198",Medical Supplies,"MaxValue industrial thermometer for professional use","thermometer,medical-supplies",false,true,365,false,true,
,QUI-CLE-0199,"Heavy Duty Glass Cleaner 0199",Cleaning Products,"QuickSupply heavy duty glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,TEC-AUT-0200,"Digital Tyre Gauge 0200",Automotive,"TechPro digital tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,PRI-ELE-0201,"Digital Sensor 0201",Electronics,"PrimeParts digital sensor for professional use","sensor,electronics",false,false,,false,true,
,QUI-COM-0202,"Multi-purpose Desktop PC 0202",Computers & Laptops,"QuickSupply multi-purpose desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,PRI-SMA-0203,"Multi-purpose Case 0203",Smartphones,"PrimeParts multi-purpose case for professional use","case,smartphones",false,false,,false,true,
,TEC-AUD-0204,"Industrial Webcam 0204",Audio & Video,"TechPro industrial webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,TEC-NET-0205,"High-performance SFP Module 0205",Networking,"TechPro high-performance sfp module for professional use","sfp-module,networking",false,false,,false,true,
,COR-OFF-0206,"Wireless Scissors 0206",Office Supplies,"CoreTech wireless scissors for professional use","scissors,office-supplies",false,false,,false,true,
,SMA-PRI-0207,"Standard Fuser Kit 0207",Printers & Ink,"SmartChoice standard fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,PRI-FUR-0208,"Heavy Duty Whiteboard 0208",Furniture,"PrimeParts heavy duty whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,COR-CLO-0209,"Compact T-Shirt 0209",Clothing & Apparel,"CoreTech compact t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,UNI-MEN-0210,"Multi-purpose Men Suit 0210",Men's Clothing,"UniSupply multi-purpose men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,TEC-WOM-0211,"Ultra Women Skirt 0211",Women's Clothing,"TechPro ultra women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,SMA-FOO-0212,"Compact Cereal Box 0212",Food & Beverages,"SmartChoice compact cereal box for professional use","cereal-box,food-&-beverages",false,true,474,false,true,
,PRI-BEV-0213,"Heavy Duty Energy Drink 0213",Beverages,"PrimeParts heavy duty energy drink for professional use","energy-drink,beverages",false,true,579,false,true,
,ELI-SNA-0214,"Compact Popcorn 0214",Snacks,"EliteBrand compact popcorn for professional use","popcorn,snacks",false,true,310,false,true,
,SMA-TOO-0215,"Ultra Utility Knife 0215",Tools & Hardware,"SmartChoice ultra utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,ELI-POW-0216,"Wireless Air Compressor 0216",Power Tools,"EliteBrand wireless air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,COR-SAF-0217,"Premium Safety Helmet 0217",Safety Equipment,"CoreTech premium safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,COR-MED-0218,"High-performance Face Mask 0218",Medical Supplies,"CoreTech high-performance face mask for professional use","face-mask,medical-supplies",false,true,267,false,true,
,COR-CLE-0219,"Professional Mop Set 0219",Cleaning Products,"CoreTech professional mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,SMA-AUT-0220,"Ultra Brake Pads 0220",Automotive,"SmartChoice ultra brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRI-ELE-0221,"Heavy Duty Cable 0221",Electronics,"PrimeParts heavy duty cable for professional use","cable,electronics",false,false,,false,true,
,PRO-COM-0222,"Portable USB Hub 0222",Computers & Laptops,"ProMax portable usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,COR-SMA-0223,"Ultra Power Bank 0223",Smartphones,"CoreTech ultra power bank for professional use","power-bank,smartphones",false,false,,false,true,
,TEC-AUD-0224,"Compact Mixer 0224",Audio & Video,"TechPro compact mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,UNI-NET-0225,"Compact Router 0225",Networking,"UniSupply compact router for professional use","router,networking",false,false,,false,true,
,MAX-OFF-0226,"Digital Pen Set 0226",Office Supplies,"MaxValue digital pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,ELI-PRI-0227,"Compact Printer Paper 0227",Printers & Ink,"EliteBrand compact printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,COR-FUR-0228,"Ultra Filing Cabinet 0228",Furniture,"CoreTech ultra filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,PRI-CLO-0229,"Heavy Duty Polo Shirt 0229",Clothing & Apparel,"PrimeParts heavy duty polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0230,"Advanced Men Trousers 0230",Men's Clothing,"TechPro advanced men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,ELI-WOM-0231,"Multi-purpose Women Coat 0231",Women's Clothing,"EliteBrand multi-purpose women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,SMA-FOO-0232,"Standard Flour Bag 0232",Food & Beverages,"SmartChoice standard flour bag for professional use","flour-bag,food-&-beverages",false,true,393,false,true,
,PRI-BEV-0233,"Wireless Mineral Water 0233",Beverages,"PrimeParts wireless mineral water for professional use","mineral-water,beverages",false,true,561,false,true,
,UNI-SNA-0234,"Wireless Granola Bar 0234",Snacks,"UniSupply wireless granola bar for professional use","granola-bar,snacks",false,true,546,false,true,
,ELI-TOO-0235,"Premium Wrench 0235",Tools & Hardware,"EliteBrand premium wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRO-POW-0236,"Premium Jigsaw 0236",Power Tools,"ProMax premium jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,QUI-SAF-0237,"Eco-friendly Hi-Vis Vest 0237",Safety Equipment,"QuickSupply eco-friendly hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,MAX-MED-0238,"Wireless Thermometer 0238",Medical Supplies,"MaxValue wireless thermometer for professional use","thermometer,medical-supplies",false,true,296,false,true,
,COR-CLE-0239,"Eco-friendly Glass Cleaner 0239",Cleaning Products,"CoreTech eco-friendly glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,QUI-AUT-0240,"Smart Tyre Gauge 0240",Automotive,"QuickSupply smart tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,COR-ELE-0241,"Advanced Sensor 0241",Electronics,"CoreTech advanced sensor for professional use","sensor,electronics",false,false,,false,true,
,PRO-COM-0242,"Heavy Duty Desktop PC 0242",Computers & Laptops,"ProMax heavy duty desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,MAX-SMA-0243,"Advanced Case 0243",Smartphones,"MaxValue advanced case for professional use","case,smartphones",false,false,,false,true,
,GLO-AUD-0244,"Digital Webcam 0244",Audio & Video,"GlobalMart digital webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,COR-NET-0245,"Multi-purpose SFP Module 0245",Networking,"CoreTech multi-purpose sfp module for professional use","sfp-module,networking",false,false,,false,true,
,UNI-OFF-0246,"Advanced Scissors 0246",Office Supplies,"UniSupply advanced scissors for professional use","scissors,office-supplies",false,false,,false,true,
,COR-PRI-0247,"Heavy Duty Fuser Kit 0247",Printers & Ink,"CoreTech heavy duty fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,COR-FUR-0248,"Multi-purpose Whiteboard 0248",Furniture,"CoreTech multi-purpose whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,TEC-CLO-0249,"Compact T-Shirt 0249",Clothing & Apparel,"TechPro compact t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,PRI-MEN-0250,"Smart Men Suit 0250",Men's Clothing,"PrimeParts smart men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,GLO-WOM-0251,"Multi-purpose Women Skirt 0251",Women's Clothing,"GlobalMart multi-purpose women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,ELI-FOO-0252,"Premium Cereal Box 0252",Food & Beverages,"EliteBrand premium cereal box for professional use","cereal-box,food-&-beverages",false,true,371,false,true,
,COR-BEV-0253,"Wireless Energy Drink 0253",Beverages,"CoreTech wireless energy drink for professional use","energy-drink,beverages",false,true,290,false,true,
,QUI-SNA-0254,"Digital Popcorn 0254",Snacks,"QuickSupply digital popcorn for professional use","popcorn,snacks",false,true,408,false,true,
,MAX-TOO-0255,"Multi-purpose Utility Knife 0255",Tools & Hardware,"MaxValue multi-purpose utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,TEC-POW-0256,"High-performance Air Compressor 0256",Power Tools,"TechPro high-performance air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,GLO-SAF-0257,"Multi-purpose Safety Helmet 0257",Safety Equipment,"GlobalMart multi-purpose safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,SMA-MED-0258,"Standard Face Mask 0258",Medical Supplies,"SmartChoice standard face mask for professional use","face-mask,medical-supplies",false,true,686,false,true,
,MAX-CLE-0259,"Ultra Mop Set 0259",Cleaning Products,"MaxValue ultra mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,PRO-AUT-0260,"Eco-friendly Brake Pads 0260",Automotive,"ProMax eco-friendly brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRO-ELE-0261,"Digital Cable 0261",Electronics,"ProMax digital cable for professional use","cable,electronics",false,false,,false,true,
,COR-COM-0262,"Digital USB Hub 0262",Computers & Laptops,"CoreTech digital usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,QUI-SMA-0263,"Compact Power Bank 0263",Smartphones,"QuickSupply compact power bank for professional use","power-bank,smartphones",false,false,,false,true,
,MAX-AUD-0264,"Smart Mixer 0264",Audio & Video,"MaxValue smart mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,QUI-NET-0265,"High-performance Router 0265",Networking,"QuickSupply high-performance router for professional use","router,networking",false,false,,false,true,
,GLO-OFF-0266,"Heavy Duty Pen Set 0266",Office Supplies,"GlobalMart heavy duty pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,TEC-PRI-0267,"Wireless Printer Paper 0267",Printers & Ink,"TechPro wireless printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,SMA-FUR-0268,"Premium Filing Cabinet 0268",Furniture,"SmartChoice premium filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,PRI-CLO-0269,"Digital Polo Shirt 0269",Clothing & Apparel,"PrimeParts digital polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0270,"Eco-friendly Men Trousers 0270",Men's Clothing,"SmartChoice eco-friendly men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,SMA-WOM-0271,"Advanced Women Coat 0271",Women's Clothing,"SmartChoice advanced women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,COR-FOO-0272,"Compact Flour Bag 0272",Food & Beverages,"CoreTech compact flour bag for professional use","flour-bag,food-&-beverages",false,true,583,false,true,
,PRI-BEV-0273,"Professional Mineral Water 0273",Beverages,"PrimeParts professional mineral water for professional use","mineral-water,beverages",false,true,288,false,true,
,QUI-SNA-0274,"Premium Granola Bar 0274",Snacks,"QuickSupply premium granola bar for professional use","granola-bar,snacks",false,true,266,false,true,
,MAX-TOO-0275,"Advanced Wrench 0275",Tools & Hardware,"MaxValue advanced wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,COR-POW-0276,"Industrial Jigsaw 0276",Power Tools,"CoreTech industrial jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,MAX-SAF-0277,"Advanced Hi-Vis Vest 0277",Safety Equipment,"MaxValue advanced hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,COR-MED-0278,"Multi-purpose Thermometer 0278",Medical Supplies,"CoreTech multi-purpose thermometer for professional use","thermometer,medical-supplies",false,true,716,false,true,
,UNI-CLE-0279,"Industrial Glass Cleaner 0279",Cleaning Products,"UniSupply industrial glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,TEC-AUT-0280,"Professional Tyre Gauge 0280",Automotive,"TechPro professional tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,UNI-ELE-0281,"Industrial Sensor 0281",Electronics,"UniSupply industrial sensor for professional use","sensor,electronics",false,false,,false,true,
,GLO-COM-0282,"Industrial Desktop PC 0282",Computers & Laptops,"GlobalMart industrial desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,PRO-SMA-0283,"Portable Case 0283",Smartphones,"ProMax portable case for professional use","case,smartphones",false,false,,false,true,
,GLO-AUD-0284,"Wireless Webcam 0284",Audio & Video,"GlobalMart wireless webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,TEC-NET-0285,"Professional SFP Module 0285",Networking,"TechPro professional sfp module for professional use","sfp-module,networking",false,false,,false,true,
,MAX-OFF-0286,"Ultra Scissors 0286",Office Supplies,"MaxValue ultra scissors for professional use","scissors,office-supplies",false,false,,false,true,
,QUI-PRI-0287,"Advanced Fuser Kit 0287",Printers & Ink,"QuickSupply advanced fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,COR-FUR-0288,"Premium Whiteboard 0288",Furniture,"CoreTech premium whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,TEC-CLO-0289,"Portable T-Shirt 0289",Clothing & Apparel,"TechPro portable t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0290,"Eco-friendly Men Suit 0290",Men's Clothing,"TechPro eco-friendly men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,PRI-WOM-0291,"Standard Women Skirt 0291",Women's Clothing,"PrimeParts standard women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,ELI-FOO-0292,"Multi-purpose Cereal Box 0292",Food & Beverages,"EliteBrand multi-purpose cereal box for professional use","cereal-box,food-&-beverages",false,true,402,false,true,
,TEC-BEV-0293,"Eco-friendly Energy Drink 0293",Beverages,"TechPro eco-friendly energy drink for professional use","energy-drink,beverages",false,true,175,false,true,
,PRO-SNA-0294,"Multi-purpose Popcorn 0294",Snacks,"ProMax multi-purpose popcorn for professional use","popcorn,snacks",false,true,71,false,true,
,GLO-TOO-0295,"Advanced Utility Knife 0295",Tools & Hardware,"GlobalMart advanced utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,SMA-POW-0296,"Standard Air Compressor 0296",Power Tools,"SmartChoice standard air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,ELI-SAF-0297,"Portable Safety Helmet 0297",Safety Equipment,"EliteBrand portable safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,PRO-MED-0298,"Standard Face Mask 0298",Medical Supplies,"ProMax standard face mask for professional use","face-mask,medical-supplies",false,true,38,false,true,
,COR-CLE-0299,"Industrial Mop Set 0299",Cleaning Products,"CoreTech industrial mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,ELI-AUT-0300,"Compact Brake Pads 0300",Automotive,"EliteBrand compact brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRI-ELE-0301,"Digital Cable 0301",Electronics,"PrimeParts digital cable for professional use","cable,electronics",false,false,,false,true,
,GLO-COM-0302,"Smart USB Hub 0302",Computers & Laptops,"GlobalMart smart usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,PRO-SMA-0303,"Standard Power Bank 0303",Smartphones,"ProMax standard power bank for professional use","power-bank,smartphones",false,false,,false,true,
,PRO-AUD-0304,"Smart Mixer 0304",Audio & Video,"ProMax smart mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,COR-NET-0305,"Ultra Router 0305",Networking,"CoreTech ultra router for professional use","router,networking",false,false,,false,true,
,ELI-OFF-0306,"Standard Pen Set 0306",Office Supplies,"EliteBrand standard pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,PRI-PRI-0307,"Heavy Duty Printer Paper 0307",Printers & Ink,"PrimeParts heavy duty printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,TEC-FUR-0308,"Wireless Filing Cabinet 0308",Furniture,"TechPro wireless filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,QUI-CLO-0309,"Advanced Polo Shirt 0309",Clothing & Apparel,"QuickSupply advanced polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,ELI-MEN-0310,"Standard Men Trousers 0310",Men's Clothing,"EliteBrand standard men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,PRI-WOM-0311,"Wireless Women Coat 0311",Women's Clothing,"PrimeParts wireless women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,QUI-FOO-0312,"Smart Flour Bag 0312",Food & Beverages,"QuickSupply smart flour bag for professional use","flour-bag,food-&-beverages",false,true,456,false,true,
,COR-BEV-0313,"Digital Mineral Water 0313",Beverages,"CoreTech digital mineral water for professional use","mineral-water,beverages",false,true,405,false,true,
,SMA-SNA-0314,"High-performance Granola Bar 0314",Snacks,"SmartChoice high-performance granola bar for professional use","granola-bar,snacks",false,true,151,false,true,
,SMA-TOO-0315,"Compact Wrench 0315",Tools & Hardware,"SmartChoice compact wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,QUI-POW-0316,"Industrial Jigsaw 0316",Power Tools,"QuickSupply industrial jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,MAX-SAF-0317,"Portable Hi-Vis Vest 0317",Safety Equipment,"MaxValue portable hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,UNI-MED-0318,"Digital Thermometer 0318",Medical Supplies,"UniSupply digital thermometer for professional use","thermometer,medical-supplies",false,true,258,false,true,
,SMA-CLE-0319,"Premium Glass Cleaner 0319",Cleaning Products,"SmartChoice premium glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,COR-AUT-0320,"Heavy Duty Tyre Gauge 0320",Automotive,"CoreTech heavy duty tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,SMA-ELE-0321,"Multi-purpose Sensor 0321",Electronics,"SmartChoice multi-purpose sensor for professional use","sensor,electronics",false,false,,false,true,
,TEC-COM-0322,"Industrial Desktop PC 0322",Computers & Laptops,"TechPro industrial desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,PRI-SMA-0323,"Standard Case 0323",Smartphones,"PrimeParts standard case for professional use","case,smartphones",false,false,,false,true,
,GLO-AUD-0324,"Wireless Webcam 0324",Audio & Video,"GlobalMart wireless webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,PRI-NET-0325,"Professional SFP Module 0325",Networking,"PrimeParts professional sfp module for professional use","sfp-module,networking",false,false,,false,true,
,QUI-OFF-0326,"Multi-purpose Scissors 0326",Office Supplies,"QuickSupply multi-purpose scissors for professional use","scissors,office-supplies",false,false,,false,true,
,TEC-PRI-0327,"Digital Fuser Kit 0327",Printers & Ink,"TechPro digital fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,SMA-FUR-0328,"Heavy Duty Whiteboard 0328",Furniture,"SmartChoice heavy duty whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,TEC-CLO-0329,"Premium T-Shirt 0329",Clothing & Apparel,"TechPro premium t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0330,"Professional Men Suit 0330",Men's Clothing,"SmartChoice professional men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,QUI-WOM-0331,"Premium Women Skirt 0331",Women's Clothing,"QuickSupply premium women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,QUI-FOO-0332,"Standard Cereal Box 0332",Food & Beverages,"QuickSupply standard cereal box for professional use","cereal-box,food-&-beverages",false,true,428,false,true,
,PRO-BEV-0333,"Compact Energy Drink 0333",Beverages,"ProMax compact energy drink for professional use","energy-drink,beverages",false,true,391,false,true,
,COR-SNA-0334,"Wireless Popcorn 0334",Snacks,"CoreTech wireless popcorn for professional use","popcorn,snacks",false,true,330,false,true,
,TEC-TOO-0335,"Premium Utility Knife 0335",Tools & Hardware,"TechPro premium utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,COR-POW-0336,"Eco-friendly Air Compressor 0336",Power Tools,"CoreTech eco-friendly air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,QUI-SAF-0337,"Wireless Safety Helmet 0337",Safety Equipment,"QuickSupply wireless safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,ELI-MED-0338,"Wireless Face Mask 0338",Medical Supplies,"EliteBrand wireless face mask for professional use","face-mask,medical-supplies",false,true,176,false,true,
,SMA-CLE-0339,"Digital Mop Set 0339",Cleaning Products,"SmartChoice digital mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,SMA-AUT-0340,"Premium Brake Pads 0340",Automotive,"SmartChoice premium brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRI-ELE-0341,"Portable Cable 0341",Electronics,"PrimeParts portable cable for professional use","cable,electronics",false,false,,false,true,
,COR-COM-0342,"Ultra USB Hub 0342",Computers & Laptops,"CoreTech ultra usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,QUI-SMA-0343,"Compact Power Bank 0343",Smartphones,"QuickSupply compact power bank for professional use","power-bank,smartphones",false,false,,false,true,
,PRI-AUD-0344,"Wireless Mixer 0344",Audio & Video,"PrimeParts wireless mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,PRI-NET-0345,"Standard Router 0345",Networking,"PrimeParts standard router for professional use","router,networking",false,false,,false,true,
,TEC-OFF-0346,"Heavy Duty Pen Set 0346",Office Supplies,"TechPro heavy duty pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,MAX-PRI-0347,"Industrial Printer Paper 0347",Printers & Ink,"MaxValue industrial printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,ELI-FUR-0348,"Industrial Filing Cabinet 0348",Furniture,"EliteBrand industrial filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,PRO-CLO-0349,"Industrial Polo Shirt 0349",Clothing & Apparel,"ProMax industrial polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,ELI-MEN-0350,"Advanced Men Trousers 0350",Men's Clothing,"EliteBrand advanced men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,SMA-WOM-0351,"High-performance Women Coat 0351",Women's Clothing,"SmartChoice high-performance women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,COR-FOO-0352,"Advanced Flour Bag 0352",Food & Beverages,"CoreTech advanced flour bag for professional use","flour-bag,food-&-beverages",false,true,218,false,true,
,COR-BEV-0353,"Compact Mineral Water 0353",Beverages,"CoreTech compact mineral water for professional use","mineral-water,beverages",false,true,271,false,true,
,SMA-SNA-0354,"Compact Granola Bar 0354",Snacks,"SmartChoice compact granola bar for professional use","granola-bar,snacks",false,true,529,false,true,
,QUI-TOO-0355,"Eco-friendly Wrench 0355",Tools & Hardware,"QuickSupply eco-friendly wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,TEC-POW-0356,"Digital Jigsaw 0356",Power Tools,"TechPro digital jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,PRO-SAF-0357,"Portable Hi-Vis Vest 0357",Safety Equipment,"ProMax portable hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,TEC-MED-0358,"Industrial Thermometer 0358",Medical Supplies,"TechPro industrial thermometer for professional use","thermometer,medical-supplies",false,true,506,false,true,
,ELI-CLE-0359,"Portable Glass Cleaner 0359",Cleaning Products,"EliteBrand portable glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,ELI-AUT-0360,"Industrial Tyre Gauge 0360",Automotive,"EliteBrand industrial tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,PRO-ELE-0361,"High-performance Sensor 0361",Electronics,"ProMax high-performance sensor for professional use","sensor,electronics",false,false,,false,true,
,MAX-COM-0362,"Premium Desktop PC 0362",Computers & Laptops,"MaxValue premium desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,ELI-SMA-0363,"Wireless Case 0363",Smartphones,"EliteBrand wireless case for professional use","case,smartphones",false,false,,false,true,
,ELI-AUD-0364,"Ultra Webcam 0364",Audio & Video,"EliteBrand ultra webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,ELI-NET-0365,"Industrial SFP Module 0365",Networking,"EliteBrand industrial sfp module for professional use","sfp-module,networking",false,false,,false,true,
,QUI-OFF-0366,"Industrial Scissors 0366",Office Supplies,"QuickSupply industrial scissors for professional use","scissors,office-supplies",false,false,,false,true,
,TEC-PRI-0367,"Eco-friendly Fuser Kit 0367",Printers & Ink,"TechPro eco-friendly fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,TEC-FUR-0368,"Heavy Duty Whiteboard 0368",Furniture,"TechPro heavy duty whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,TEC-CLO-0369,"Multi-purpose T-Shirt 0369",Clothing & Apparel,"TechPro multi-purpose t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,ELI-MEN-0370,"Professional Men Suit 0370",Men's Clothing,"EliteBrand professional men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,TEC-WOM-0371,"Eco-friendly Women Skirt 0371",Women's Clothing,"TechPro eco-friendly women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,TEC-FOO-0372,"Ultra Cereal Box 0372",Food & Beverages,"TechPro ultra cereal box for professional use","cereal-box,food-&-beverages",false,true,531,false,true,
,TEC-BEV-0373,"Smart Energy Drink 0373",Beverages,"TechPro smart energy drink for professional use","energy-drink,beverages",false,true,419,false,true,
,PRO-SNA-0374,"Standard Popcorn 0374",Snacks,"ProMax standard popcorn for professional use","popcorn,snacks",false,true,296,false,true,
,PRI-TOO-0375,"Smart Utility Knife 0375",Tools & Hardware,"PrimeParts smart utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,TEC-POW-0376,"Premium Air Compressor 0376",Power Tools,"TechPro premium air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
